Frame,Time,C7_X,C7_Y,C7_Z,STRN_X,STRN_Y,STRN_Z,RSHO_X,RSHO_Y,RSHO_Z,RELB_X,RELB_Y,RELB_Z,RWRA_X,RWRA_Y,RWRA_Z,LSHO_X,LSHO_Y,LSHO_Z,LELB_X,LELB_Y,LELB_Z,LWRA_X,LWRA_Y,LWRA_Z
87,0.86,11.384521,1341.5259,-211.75768,22.170818,1069.5215,21.590824,-125.5355,1331.9048,-121.99869,-235.02,998.36108,-141.91269,-192.51988,801.05731,-22.465229,146.00392,1342.1432,-129.79237,262.77295,1007.356,-129.48517,213.05431,796.78668,-43.7486
88,0.87,11.405273,1341.5121,-211.70256,22.201513,1069.5006,21.674706,-125.50715,1331.8832,-121.96832,-234.96602,998.35596,-141.9037,-192.46283,800.98499,-22.470375,146.04228,1342.1445,-129.80717,262.77451,1007.3671,-129.4308,213.06267,796.78778,-43.632118
89,0.88,11.433464,1341.5001,-211.72662,22.238398,1069.4955,21.689341,-125.47227,1331.8589,-121.99251,-234.94925,998.31348,-141.77368,-192.35683,800.91809,-22.390781,146.07556,1342.1465,-129.79547,262.78299,1007.3581,-129.3902,213.04826,796.72992,-43.70734
90,0.89,11.434667,1341.505,-211.73639,22.295712,1069.4675,21.761486,-125.46258,1331.8215,-122.00311,-234.99669,998.23785,-141.68329,-192.27789,800.82532,-22.366299,146.10818,1342.125,-129.79468,262.8316,1007.3396,-129.34296,213.04787,796.67572,-43.752899
91,0.9,11.435197,1341.5043,-211.73099,22.32851,1069.4821,21.799219,-125.41898,1331.7552,-122.07763,-235.09601,998.16943,-141.61639,-192.17203,800.80719,-22.203339,146.12338,1342.0709,-129.82588,262.91171,1007.2987,-129.25456,213.00902,796.63477,-43.651451
92,0.91,11.437763,1341.5154,-211.78468,22.375513,1069.4344,21.87274,-125.41686,1331.6354,-122.05737,-234.88759,998.1062,-141.68588,-192.07603,800.78168,-22.066158,146.16553,1341.9587,-129.89073,263.01559,1007.2034,-129.15504,213.00864,795.92731,-45.421581
93,0.92,11.431817,1341.4928,-211.81192,22.397089,1069.4371,21.935759,-125.39632,1331.5151,-122.05196,-235.09627,997.99286,-141.50647,-192.20387,800.86023,-21.667362,146.18262,1341.8641,-129.96118,263.17697,1007.0358,-128.90456,212.99066,795.84491,-45.266624
94,0.93,11.441274,1341.4489,-211.78824,22.460608,1069.4193,21.959635,-125.4345,1331.3446,-121.98628,-235.73053,997.90594,-141.23058,-192.52271,801.02124,-21.140694,146.22256,1341.709,-130.04155,263.43887,1006.8727,-128.62621,213.20139,796.0827,-44.091606
95,0.94,11.409682,1341.3867,-211.79601,22.534548,1069.4095,22.017403,-125.46974,1331.1744,-121.99622,-236.07576,997.85852,-141.13763,-193.02715,801.45721,-20.269909,146.27737,1341.4933,-130.08676,263.75189,1006.7188,-128.41724,213.53897,796.25769,-43.13073
96,0.95,11.35734,1341.2856,-211.83127,22.576092,1069.3729,21.999557,-125.53149,1330.985,-122.00937,-236.14197,997.81439,-141.20219,-193.91463,801.90869,-18.778622,146.34325,1341.2618,-130.14934,264.09225,1006.6443,-128.25787,214.20306,796.41718,-42.216316
97,0.96,11.366514,1341.2307,-211.95142,22.631945,1069.311,22.000765,-125.56206,1330.7802,-122.04276,-237.06216,997.71704,-140.91072,-194.96323,802.64862,-17.100351,146.37646,1340.9244,-130.26593,264.48044,1006.6299,-128.07301,215.21674,796.51569,-40.920132
98,0.97,11.367668,1341.1353,-211.97989,22.690805,1069.2493,21.967524,-125.6086,1330.5505,-122.07553,-237.84013,997.67871,-140.71123,-196.38408,803.62128,-14.681102,146.36137,1340.6185,-130.38377,265.0433,1006.5829,-127.74403,216.43311,796.79291,-39.042618
99,0.98,11.340781,1341.006,-211.99091,22.734308,1069.1957,21.955875,-125.64068,1330.3491,-122.23376,-238.66553,997.59308,-140.40739,-198.01614,805.09955,-11.624435,146.34418,1340.2761,-130.50438,265.9639,1006.523,-127.07204,218.04337,796.69037,-38.009224
100,0.99,11.324738,1341.0,-212.16753,22.760349,1069.1025,21.940157,-125.64908,1330.1169,-122.29733,-239.92152,997.58221,-139.99519,-199.8568,807.11487,-8.0369654,146.286,1339.9137,-130.6115,267.17593,1006.4496,-126.23268,219.98341,797.90137,-33.452026
101,1.0,11.324117,1340.9917,-212.25682,22.730515,1069.0206,21.839762,-125.633,1329.9802,-122.5256,-241.56837,997.75391,-139.56361,-202.13145,809.72089,-3.5404069,146.21873,1339.5686,-130.76282,268.86139,1006.4749,-125.18543,222.57434,799.12006,-29.448513
102,1.01,11.295609,1340.9738,-212.30412,22.705482,1068.9094,21.677095,-125.571,1329.8264,-122.70838,-243.41446,997.97662,-139.04211,-204.82352,813.16888,1.7890532,146.13406,1339.2476,-130.93059,270.96719,1006.7234,-123.95527,225.83484,800.54102,-25.593105
103,1.02,11.306683,1341.0028,-212.5246,22.656313,1068.8059,21.518993,-125.49847,1329.7393,-122.95605,-245.44441,998.32684,-138.44652,-208.11739,817.49634,7.8691783,146.03633,1338.9976,-131.09842,273.41678,1007.2151,-122.79295,229.80074,803.73743,-18.039642
104,1.03,11.303969,1341.0002,-212.7068,22.617908,1068.7411,21.288443,-125.36859,1329.6917,-123.32515,-247.71802,998.8324,-137.81017,-212.06932,822.84369,15.065587,145.86911,1338.7871,-131.29808,276.23199,1007.9213,-121.58129,234.54321,806.94489,-11.792195
105,1.04,11.269517,1340.9536,-212.75734,22.576059,1068.6437,21.066954,-125.19485,1329.6949,-123.71487,-250.08452,999.44043,-137.07059,-216.47462,829.42755,23.123398,145.7018,1338.6587,-131.62889,279.28683,1008.7906,-120.70322,239.89819,812.14294,-2.1440034
106,1.05,11.253507,1341.0157,-213.04597,22.542217,1068.6392,20.8134,-125.03384,1329.7399,-124.03083,-252.58743,1000.3102,-136.30878,-221.36209,837.32178,32.068699,145.4836,1338.6239,-131.96181,282.64935,1009.9505,-119.6966,245.68042,817.98322,6.5380316
107,1.06,11.260096,1341.0295,-213.28922,22.527416,1068.6559,20.587862,-124.85419,1329.832,-124.45029,-255.28148,1001.3249,-135.38788,-226.52531,846.33362,41.033169,145.2706,1338.62,-132.37517,286.24701,1011.3233,-118.66618,252.03865,825.54144,17.09421
108,1.07,11.266212,1341.0692,-213.61922,22.522623,1068.7471,20.345694,-124.672,1329.9485,-124.9911,-257.93683,1002.6069,-134.25621,-231.89999,856.85974,50.771816,145.06992,1338.7078,-132.87827,290.10596,1012.9124,-117.5761,258.88205,834.87677,29.051346
109,1.08,11.263235,1341.1119,-214.00812,22.513002,1068.8796,20.174389,-124.44137,1330.1512,-125.82001,-260.59232,1003.9638,-133.02118,-237.41464,868.84491,60.767368,144.88889,1338.8329,-133.41721,294.21283,1014.9713,-116.19689,266.08847,845.74243,41.012154
110,1.09,11.26157,1341.0562,-214.28917,22.526707,1069.0345,19.979261,-124.23309,1330.3312,-126.47198,-263.17386,1005.416,-131.34181,-242.82674,882.30054,70.847969,144.70711,1338.9928,-133.94751,298.21829,1017.7712,-114.81143,273.42557,858.33777,53.08498
111,1.1,11.27714,1341.0704,-214.74367,22.605942,1069.2438,19.780769,-124.01316,1330.5221,-127.19621,-265.81668,1007.0657,-129.25949,-248.21658,897.26141,80.855499,144.55286,1339.184,-134.60635,302.06659,1021.2203,-113.5503,280.55734,872.70245,65.297691
112,1.11,11.310719,1341.0721,-215.30379,22.697184,1069.4779,19.54599,-123.7916,1330.7491,-127.89018,-268.65579,1009.0483,-126.6916,-253.43895,913.79114,90.388206,144.40747,1339.3729,-135.25436,305.78763,1024.8518,-112.06237,287.40353,888.83862,77.37207
113,1.12,11.363064,1340.9725,-215.67792,22.73517,1069.7231,19.391466,-123.54379,1331.0062,-128.64507,-271.39865,1011.3318,-123.84664,-258.48322,931.75488,99.448212,144.27577,1339.6469,-135.9485,308.77902,1028.6747,-110.31074,293.95712,906.65765,88.870842
114,1.13,11.408493,1340.9525,-216.30379,22.797054,1069.946,19.250145,-123.26096,1331.3154,-129.52344,-273.95953,1013.9249,-120.55456,-263.38464,950.9696,107.87711,144.05878,1339.9015,-136.61844,311.11792,1032.6116,-107.94911,300.03802,926.09991,99.709702
115,1.14,11.421036,1340.8798,-216.90916,22.875521,1070.2211,19.1373,-122.98158,1331.5432,-130.08359,-276.51395,1016.9171,-117.01582,-267.98944,971.36182,115.47488,143.8812,1340.1826,-137.32739,313.53513,1037.1243,-104.78099,305.62683,947.06854,109.67731
116,1.15,11.476943,1340.7694,-217.49498,22.928873,1070.4738,19.002985,-122.67953,1331.8679,-130.95883,-279.04343,1020.2831,-113.11146,-272.17023,992.58704,122.14951,143.69279,1340.5165,-138.00302,315.95776,1042.0907,-101.74312,310.77371,969.2699,118.48653
117,1.16,11.58298,1340.6071,-218.19743,23.043171,1070.7505,18.839262,-122.32315,1332.2012,-131.82652,-281.48163,1024.0807,-109.06403,-275.80939,1014.4365,127.88946,143.49753,1340.8835,-138.72816,318.54214,1047.3547,-98.867195,315.27567,992.89264,126.0955
118,1.17,11.657904,1340.4607,-218.8436,23.098722,1071.0452,18.758457,-121.94533,1332.5066,-132.56152,-283.90866,1028.1213,-104.45733,-279.07748,1036.8607,132.35779,143.26642,1341.2347,-139.38036,320.92908,1052.9963,-95.97258,319.0824,1016.4855,132.75084
119,1.18,11.768683,1340.239,-219.407,23.177258,1071.3282,18.647936,-121.57471,1332.7869,-133.20415,-286.61374,1032.3192,-99.513893,-281.38287,1058.8882,135.68669,143.01117,1341.5538,-140.03595,323.13126,1058.808,-92.814674,321.8194,1040.6559,138.27994
120,1.19,11.834344,1340.0654,-220.10658,23.257767,1071.5984,18.602066,-121.14323,1333.1105,-133.95102,-289.3605,1036.8191,-94.508331,-283.15829,1081.3361,137.72792,142.82021,1341.8646,-140.67259,325.18384,1064.7737,-89.538933,324.7225,1064.8959,141.21674
121,1.2,11.952501,1339.9259,-220.85858,23.300629,1071.886,18.617208,-120.68826,1333.4121,-134.73267,-292.00183,1041.7709,-89.387451,-285.01254,1102.9695,138.39122,142.60364,1342.1226,-141.26178,326.80392,1070.6661,-86.214485,326.44412,1089.1061,143.44576
122,1.21,12.085106,1339.708,-221.54823,23.366354,1072.2208,18.606659,-120.238,1333.6949,-135.40865,-294.66403,1046.9894,-84.089806,-285.74594,1124.7549,138.09338,142.33055,1342.4304,-141.83244,328.62463,1076.863,-82.768944,327.51877,1112.8652,144.12254
123,1.22,12.163092,1339.407,-222.03331,23.379843,1072.6045,18.641178,-119.84142,1334.0215,-136.15317,-297.25995,1052.457,-78.799431,-286.02982,1146.0492,136.48529,142.04021,1342.7058,-142.37379,330.26367,1083.0962,-79.464462,328.05978,1136.1932,143.42966
124,1.23,12.281535,1339.0629,-222.6026,23.412758,1072.943,18.734953,-119.39585,1334.2983,-136.75386,-299.87708,1058.1438,-73.646606,-285.90921,1166.7496,133.89619,141.77354,1343.0261,-142.84494,331.81671,1089.2714,-76.123291,328.20612,1159.0198,140.68645
125,1.24,12.355187,1338.7529,-223.22177,23.442663,1073.2686,18.888786,-118.98127,1334.5835,-137.3632,-302.4462,1064.0437,-68.721931,-285.47324,1186.7612,130.18503,141.44969,1343.342,-143.28227,333.59253,1095.6451,-72.631767,327.03748,1182.1379,134.58072
126,1.25,12.455043,1338.4386,-223.77635,23.317535,1073.4987,19.598375,-118.5696,1334.8827,-137.98848,-304.92493,1070.0431,-63.971325,-284.7803,1205.8263,125.59836,141.13388,1343.7043,-143.66391,335.77094,1102.3318,-69.165977,326.95499,1202.299,131.63492
127,1.26,12.546583,1338.1572,-224.21309,23.332537,1073.9475,20.124432,-118.17668,1335.16,-138.4866,-307.39694,1076.0646,-59.243473,-283.75372,1223.9138,120.20398,140.83763,1344.0775,-143.99963,337.88904,1108.8878,-65.7229,325.39661,1221.9635,126.51254
128,1.27,12.661783,1337.8615,-224.67439,23.357618,1074.2878,20.417639,-117.74244,1335.4735,-138.99936,-309.80161,1082.3214,-54.849194,-282.27487,1240.9003,114.32886,140.54588,1344.4329,-144.27972,339.91751,1115.3066,-62.282936,323.33063,1240.0963,121.35683
129,1.28,12.779883,1337.5228,-224.92928,23.36307,1074.6357,20.684202,-117.25079,1335.8232,-139.40605,-311.93085,1088.4647,-50.465759,-280.49881,1256.7167,107.79362,140.24181,1344.7845,-144.46773,341.91467,1121.7678,-59.012665,321.03891,1257.7708,114.89245
130,1.29,12.937773,1337.2355,-225.25824,23.351938,1074.9745,21.046349,-116.81132,1336.2046,-139.94987,-314.12781,1094.7834,-46.723667,-278.42007,1271.3197,100.71453,139.90546,1345.0979,-144.65129,343.78946,1128.1564,-56.182362,318.8187,1273.5892,108.56014
131,1.3,13.061622,1336.9006,-225.56834,23.371927,1075.2762,21.374409,-116.39182,1336.5859,-140.43636,-316.13397,1100.9547,-43.266453,-276.03726,1284.7986,93.256058,139.56975,1345.3506,-144.80855,345.44794,1134.3495,-53.639881,315.7193,1289.4365,100.60493
132,1.31,13.194424,1336.6382,-225.91267,23.354729,1075.588,21.80587,-116.035,1336.9646,-140.90997,-318.15024,1107.0879,-40.227283,-273.87503,1297.1552,85.126007,139.28905,1345.6118,-144.9973,347.01556,1140.49,-51.368202,312.55511,1303.8287,92.889725
133,1.32,13.333706,1336.3142,-226.17557,23.340511,1075.868,22.199749,-115.63338,1337.2878,-141.32634,-320.15619,1112.9677,-37.332344,-271.01193,1308.3165,77.414299,139.13481,1345.77,-145.38336,348.55191,1146.4968,-49.411858,309.11194,1316.0854,85.52285
134,1.33,13.418941,1335.9757,-226.40414,23.319956,1076.1603,22.723495,-115.27763,1337.5682,-141.54015,-322.00952,1118.6785,-34.950146,-268.40158,1318.5789,69.098694,138.56772,1346.0773,-145.13371,349.93808,1152.2356,-47.835434,305.74625,1327.9099,76.924942
135,1.34,13.493211,1335.5881,-226.57405,23.360781,1076.4462,23.154369,-114.94422,1337.8311,-141.92357,-323.8569,1124.2657,-32.933086,-265.78375,1327.8936,60.646534,138.25624,1346.2891,-145.28949,351.15341,1157.8046,-46.442451,302.27756,1338.5675,68.098373
136,1.35,13.621729,1335.2585,-226.83493,23.417715,1076.7747,23.739336,-114.61674,1338.074,-142.24741,-325.51285,1129.4683,-30.966566,-263.08951,1336.1481,52.215958,137.93559,1346.5554,-145.53032,352.30212,1163.1936,-45.260185,298.7438,1348.1064,59.319809
137,1.36,13.686424,1334.9385,-227.0609,23.463575,1077.0905,24.273584,-114.3305,1338.2936,-142.62692,-327.14148,1134.5759,-29.333271,-260.48422,1343.5411,43.566254,137.62378,1346.7651,-145.65488,353.39655,1168.2883,-44.420044,295.17191,1356.5464,50.192005
138,1.37,13.717715,1334.6206,-227.21964,23.506767,1077.3807,24.799047,-114.06454,1338.4454,-142.96257,-328.63425,1139.3063,-28.040581,-257.6275,1349.7928,35.254684,137.28505,1346.9684,-145.80669,354.39734,1173.0355,-43.756584,291.64755,1363.9005,41.415966
139,1.38,13.75598,1334.2688,-227.27127,23.565512,1077.7111,25.319254,-113.79111,1338.5728,-143.21635,-330.12747,1143.8927,-27.038671,-254.89873,1355.1655,27.015051,136.97719,1347.2051,-145.96898,355.35397,1177.4274,-43.395161,288.11639,1370.2526,32.466957
140,1.39,13.765264,1333.9675,-227.44376,23.57785,1078.0134,25.807003,-113.53484,1338.6973,-143.54758,-331.51617,1147.9653,-26.185343,-252.0564,1359.6603,18.90707,136.67284,1347.4393,-146.12483,356.32321,1181.454,-43.23061,284.5592,1375.4429,24.130514
141,1.4,13.799537,1333.6123,-227.48378,23.604887,1078.323,26.403158,-113.32655,1338.7814,-143.84189,-332.95139,1151.9497,-25.742641,-249.20477,1363.2903,10.888461,136.37411,1347.6139,-146.21875,357.12354,1185.0455,-43.400501,281.05798,1379.6926,16.101173
142,1.41,13.879374,1333.3416,-227.7245,23.663284,1078.6127,26.84129,-113.13396,1338.79,-144.08972,-334.28049,1155.5015,-25.372715,-246.42268,1366.2361,3.0730042,136.1057,1347.7645,-146.37445,357.90775,1188.2292,-43.753151,277.59995,1383.0996,7.575623
143,1.42,13.858557,1333.006,-227.81941,23.682566,1078.8834,27.377407,-112.98611,1338.787,-144.39284,-335.62234,1158.7377,-25.266994,-243.70215,1368.4093,-4.5686016,135.87479,1347.8667,-146.43181,358.63177,1190.97,-44.410732,274.19519,1385.646,-0.76043379
144,1.43,13.904211,1332.6863,-227.82434,23.763678,1079.16,27.85006,-112.84464,1338.687,-144.5706,-336.92203,1161.625,-25.268068,-240.99002,1369.9601,-12.106687,135.6725,1347.9497,-146.53925,359.30884,1193.2252,-45.24968,270.82001,1387.2739,-8.7933941
145,1.44,13.936974,1332.3998,-227.90607,23.777142,1079.4031,28.345856,-112.74711,1338.582,-144.79317,-338.17004,1164.2302,-25.45018,-238.34477,1370.8193,-19.50157,135.37619,1347.9586,-146.37988,359.95959,1195.078,-46.1856,267.53455,1388.1167,-16.437834
146,1.45,13.96146,1332.1089,-227.84756,23.803415,1079.6278,28.772148,-112.68924,1338.4413,-145.03181,-339.32355,1166.4689,-25.601297,-235.70056,1371.0895,-26.676023,135.38631,1348.0441,-146.71376,360.62177,1196.4496,-47.283031,264.27594,1388.215,-23.86166
147,1.46,13.962049,1331.8458,-227.90691,23.807283,1079.7834,29.163755,-112.69939,1338.2695,-145.23076,-340.40906,1168.3252,-26.430429,-233.07471,1370.7762,-33.578815,135.31091,1347.9509,-146.72507,361.20328,1197.4004,-48.5177,261.08026,1387.5411,-30.982161
148,1.47,13.968,1331.5726,-227.85641,23.758005,1079.9326,29.519293,-112.72475,1338.0652,-145.38969,-341.45786,1170.0662,-26.859324,-230.4623,1369.9005,-40.21851,135.29321,1347.8092,-146.72975,361.70364,1197.7513,-49.745411,257.89902,1386.1257,-37.758297
149,1.48,13.981444,1331.3394,-227.88589,23.726444,1080.0509,29.829693,-112.82214,1337.8523,-145.56422,-342.50818,1171.4467,-27.767439,-227.84808,1368.5182,-46.613491,135.33191,1347.6504,-146.74008,362.22467,1197.6252,-51.082737,254.61676,1383.8258,-43.705742
150,1.49,14.035838,1331.1213,-227.78088,23.71315,1080.1259,30.133726,-112.93681,1337.5939,-145.7925,-343.67215,1172.2328,-28.200487,-225.30302,1366.6871,-52.834846,135.42305,1347.4008,-146.63934,362.66498,1197.0198,-52.451694,251.34825,1381.0624,-49.725433
151,1.5,14.067564,1330.8749,-227.68297,23.650391,1080.1614,30.446913,-113.05746,1337.2827,-145.8423,-344.51932,1172.996,-29.298492,-222.70807,1364.4025,-58.91098,135.5638,1347.1456,-146.6367,362.8877,1195.9525,-53.946983,248.01308,1377.6626,-55.503014
152,1.51,14.068696,1330.6958,-227.58653,23.639015,1080.1743,30.751125,-113.17989,1336.9131,-145.95291,-345.27682,1173.3815,-30.154284,-220.14313,1361.7993,-64.740875,135.69597,1346.8416,-146.60953,363.0368,1194.4126,-55.533321,244.57338,1373.759,-61.093468
153,1.52,14.07583,1330.4908,-227.49629,23.621897,1080.1981,31.100368,-113.33218,1336.5553,-145.93915,-345.94662,1173.6219,-31.251869,-217.55267,1358.7894,-70.346588,135.87694,1346.499,-146.56178,362.96997,1192.4404,-57.072418,241.09309,1369.3257,-66.150833
154,1.53,14.098745,1330.3773,-227.44156,23.630297,1080.2214,31.448017,-113.49987,1336.177,-146.0024,-346.46164,1173.6318,-32.381329,-214.93527,1355.4712,-75.694298,136.13008,1346.1262,-146.60544,362.75223,1190.1274,-58.698658,237.4707,1364.499,-71.094208
155,1.54,14.125187,1330.2406,-227.33328,23.709558,1080.4893,32.027092,-113.65475,1335.7992,-146.03137,-346.95154,1173.3621,-33.426872,-212.34505,1351.953,-80.755455,136.41176,1345.7194,-146.60229,362.42233,1187.5367,-60.251862,233.74472,1359.3502,-75.453842
156,1.55,14.173866,1330.1285,-227.15309,23.622459,1080.2493,32.145695,-113.77512,1335.4116,-146.10464,-347.41254,1172.9711,-34.824474,-209.72939,1348.2999,-85.410515,136.72476,1345.3152,-146.68387,361.94662,1184.7836,-61.798649,230.20311,1354.0405,-80.097389
157,1.56,14.296471,1330.02,-227.00726,23.730021,1080.3992,32.169926,-113.88614,1335.0339,-146.21117,-347.76315,1172.4906,-36.119106,-207.23895,1344.6644,-89.70356,137.04761,1344.8035,-146.77222,361.29163,1181.9794,-63.321583,226.66554,1348.7356,-83.468353
158,1.57,14.395253,1329.9618,-226.94928,23.662132,1080.3268,32.296009,-113.97115,1334.6165,-146.3744,-348.18268,1172.0179,-37.519218,-204.98793,1341.2024,-93.534843,137.41185,1344.1722,-146.91182,360.51218,1179.2493,-64.700188,223.51007,1343.8638,-85.4478
159,1.58,14.489854,1329.8517,-226.85765,23.640854,1080.281,32.521523,-114.04004,1334.2334,-146.53038,-348.47568,1171.4888,-38.84985,-203.20271,1338.0847,-96.877808,137.78053,1343.8043,-146.79715,359.59528,1176.5472,-65.952225,221.19504,1339.7205,-87.264992
160,1.59,14.652193,1329.8063,-226.97188,23.629789,1080.29,32.867264,-114.11858,1333.9471,-146.83752,-348.80664,1171.0828,-40.245762,-201.99493,1335.3938,-99.798706,138.16695,1343.2644,-147.0554,358.59171,1173.8497,-66.940636,220.13095,1336.7006,-88.095757
161,1.6,14.729255,1329.7094,-227.14948,23.695093,1080.3162,33.164043,-114.12745,1333.6533,-147.11864,-349.24844,1170.6523,-41.521862,-201.4422,1333.3656,-102.17307,138.5284,1342.8103,-147.502,357.52725,1171.2832,-67.810951,219.79616,1334.5182,-88.804947
162,1.61,14.80327,1329.5111,-227.31281,23.749329,1080.3759,33.374805,-114.10616,1333.4596,-147.46629,-349.64151,1170.3339,-42.629383,-201.48875,1332.0404,-104.09571,138.80008,1342.4467,-147.98352,356.57822,1169.0508,-68.348183,220.45126,1333.2747,-89.251999
163,1.62,14.823321,1329.3475,-227.69707,23.830334,1080.486,33.533722,-114.04847,1333.317,-147.77431,-350.18295,1170.1637,-43.868683,-201.90999,1331.5621,-105.37357,138.9527,1342.2408,-148.45282,355.6105,1166.9948,-68.749702,221.81021,1332.8555,-89.291809
164,1.63,14.833366,1329.2516,-227.99403,23.930864,1080.5729,33.513958,-113.96484,1333.2793,-148.09163,-350.72174,1170.1315,-44.919941,-202.71397,1331.88,-106.09602,139.05946,1342.1682,-148.85033,354.78857,1165.0034,-68.844231,224.00714,1333.2737,-89.62606
165,1.64,14.81204,1329.1705,-228.23058,24.014091,1080.6628,33.459686,-113.9324,1333.3108,-148.1895,-351.33948,1170.22,-46.126575,-203.8217,1332.7813,-106.17928,139.16191,1342.1831,-149.07181,353.98242,1163.1898,-68.997635,226.04135,1333.6406,-89.333107
166,1.65,14.849172,1329.1344,-228.21126,24.026468,1080.7495,33.314308,-113.88152,1333.4089,-148.35161,-352.0972,1170.306,-47.235874,-205.21205,1334.0461,-105.95685,139.29321,1342.27,-149.15849,353.41461,1161.5804,-69.171997,228.63757,1334.4335,-89.110176
167,1.66,14.974284,1329.2103,-228.27396,24.037781,1080.8096,33.063435,-113.77055,1333.6389,-148.43614,-352.27777,1170.5627,-48.503922,-206.80109,1335.5935,-105.4651,139.44505,1342.3419,-149.05917,353.06274,1160.186,-69.569283,231.15623,1335.3816,-88.025192
168,1.67,15.146172,1329.3481,-228.23369,24.035809,1080.8335,32.843052,-113.59386,1333.8872,-148.29561,-353.44778,1170.7086,-49.513954,-208.58412,1337.3629,-104.95234,139.57738,1342.4833,-148.82614,352.98141,1158.9801,-70.087265,233.62129,1336.3789,-85.809845
169,1.68,15.348373,1329.5012,-228.15645,24.029293,1080.8518,32.57917,-113.42271,1334.1466,-148.0825,-354.27484,1170.8933,-50.694042,-210.59204,1339.2705,-104.34952,139.70139,1342.4836,-148.85172,353.02594,1157.9164,-70.698967,236.53589,1337.6448,-83.828232
170,1.69,15.497234,1329.663,-228.03568,23.94109,1080.8456,32.404419,-113.23814,1334.4529,-147.95897,-355.11526,1171.0629,-52.164619,-212.91783,1341.3792,-103.6885,139.78003,1342.6045,-148.52484,353.16644,1156.8691,-71.367043,239.98344,1339.2157,-81.059364
171,1.7,15.621964,1329.8656,-227.92444,23.852482,1080.8206,32.139744,-113.03387,1334.772,-147.7186,-355.93994,1171.0291,-53.545673,-215.61594,1343.6969,-102.78829,139.72971,1342.8132,-147.96104,353.25931,1155.9351,-72.112343,244.41556,1341.3541,-76.117828
172,1.71,15.690495,1330.0635,-227.83914,23.754847,1080.8044,32.077297,-112.84006,1335.1567,-147.65126,-356.80008,1170.8516,-55.059109,-218.9297,1346.3462,-101.88112,139.63358,1342.9984,-147.52579,353.4234,1155.012,-72.768951,249.36168,1343.6061,-72.230469
173,1.72,15.676856,1330.2626,-227.70404,23.624743,1080.7402,31.959585,-112.67871,1335.5227,-147.50211,-357.53906,1170.4661,-56.631512,-222.51936,1349.1577,-100.23352,139.53487,1343.1462,-147.25714,353.69299,1154.2078,-73.4067,255.02071,1345.9719,-68.443138
174,1.73,15.704155,1330.4929,-227.73166,23.482162,1080.6772,31.953938,-112.57397,1335.8434,-147.29886,-358.35925,1169.9368,-58.2146,-226.95064,1352.1971,-98.401642,139.39871,1343.2648,-147.06686,354.02771,1153.5293,-73.989799,261.69907,1348.5964,-65.340675
175,1.74,15.699074,1330.6686,-227.62012,23.336908,1080.6158,31.978802,-112.53336,1336.1328,-147.17574,-359.14581,1169.147,-59.892315,-232.23225,1355.4078,-96.310081,139.30099,1343.3798,-146.88606,354.42627,1152.8983,-74.526726,269.2309,1350.9651,-60.146339
176,1.75,15.644485,1330.8387,-227.60446,23.183264,1080.5791,31.977833,-112.56301,1336.3612,-147.02826,-359.91147,1168.0913,-61.407005,-237.91837,1358.6251,-93.460884,139.24582,1343.442,-146.78658,354.93405,1152.2505,-75.036751,277.81757,1353.3914,-55.859715
